original_index,text_column,text,negative,neutral,positive,sentiment,date,year,month
202,Title,trump to attend g 7 leaders summit in canada in june,0.07038542628288269,0.01573309674859047,0.9138815402984619,positive,2025-05-22,2025,5
203,Title,turkish central bank keeps year end inflation forecast unchanged,0.04681533947587013,0.17505140602588654,0.7781332731246948,positive,2025-05-22,2025,5
204,Title,tycoon birla s firm gets cheapest rupee bond deal in five years,0.874489963054657,0.025229468941688538,0.10028048604726791,negative,2025-05-22,2025,5
205,Title,ueda refrains from hinting at any action over bond yield surge,0.0356089249253273,0.1198701411485672,0.8445209264755249,positive,2025-05-22,2025,5
206,Title,uk april budget deficit disappoints despite employer tax hike,0.13181793689727783,0.8494247794151306,0.018757319077849388,neutral,2025-05-22,2025,5
207,Title,uk consumer confidence gains on interest rate cut us trade deal,0.8067662715911865,0.12339820712804794,0.06983548402786255,negative,2025-05-22,2025,5
208,Title,uk private sector shrinks again as us tariffs hit pmi shows,0.011351779103279114,0.9718372821807861,0.01681097410619259,neutral,2025-05-22,2025,5
209,Title,uk to weigh cpi data overhaul to better gauge inflation s path,0.18733876943588257,0.027104603126645088,0.7855566143989563,positive,2025-05-22,2025,5
210,Title,uk urges cut to russian oil price cap at g7 to pressure putin,0.23342549800872803,0.6205319762229919,0.1460425853729248,neutral,2025-05-22,2025,5
211,Title,us business activity sentiment improve as tariff anxiety eases,0.9465531706809998,0.02727370522916317,0.026173057034611702,negative,2025-05-22,2025,5
212,Title,us considering pulling some troops from south korea report,0.057208772748708725,0.6180872917175293,0.3247038424015045,neutral,2025-05-22,2025,5
213,Title,us existing home sales decline marking worst april since 2009,0.009034760296344757,0.9724754095077515,0.018489867448806763,neutral,2025-05-22,2025,5
214,Title,us importers race to beat trump tariffs facing complex customs forms,0.9110892415046692,0.019893039017915726,0.06901776045560837,negative,2025-05-22,2025,5
215,Title,us initial jobless claims decline to lowest level in four weeks,0.009313494898378849,0.9696146845817566,0.021071797236800194,neutral,2025-05-22,2025,5
216,Title,video how middle east oil giants are building soft power,0.09576651453971863,0.02612384222447872,0.8781096935272217,positive,2025-05-22,2025,5
217,Title,vietnam secures us trade talks progress hopes to get deal soon,0.9355360865592957,0.01919632777571678,0.04526759684085846,negative,2025-05-22,2025,5
218,Title,white house s miran says no secret currency pact in trade talks,0.0769902691245079,0.0273943692445755,0.8956153392791748,positive,2025-05-22,2025,5
219,Title,xiaomi billionaire touts new chinese chip in tech showcase,0.6377339959144592,0.010858959518373013,0.35140708088874817,negative,2025-05-22,2025,5
220,Title,zambia s record corn crop signals inflation is set to cool,0.4100033938884735,0.43433743715286255,0.15565921366214752,neutral,2025-05-22,2025,5
221,Title,barclays advises switch to nigeria shorter dated dollar bonds,0.08547007292509079,0.018293200060725212,0.8962367177009583,positive,2025-05-23,2025,5
222,Title,bessent says trump paused sovereign wealth fund to focus on debt,0.14733825623989105,0.012757841497659683,0.8399038910865784,positive,2025-05-23,2025,5
223,Title,bessent sees easing capital rule on us treasuries this summer,0.6579645872116089,0.154008150100708,0.1880273073911667,negative,2025-05-23,2025,5
224,Title,bessent sees trade deals announced ahead of 90 day tariff pause,0.13282480835914612,0.01298877689987421,0.8541864156723022,positive,2025-05-23,2025,5
225,Title,borrowers rush to sell yen bonds as rising yields lure investors,0.7093634605407715,0.20074579119682312,0.08989077061414719,negative,2025-05-23,2025,5
226,Title,brazil politics haddad reverses course on offshore funds tax,0.051742322742938995,0.5398979187011719,0.4083597660064697,neutral,2025-05-23,2025,5
227,Title,brazil s rio alto said to work with debt restructuring advisers,0.6337115168571472,0.011860630474984646,0.3544278144836426,negative,2025-05-23,2025,5
228,Title,brl usd backlash leads to brazil reversal of iof offshore transfer tax,0.024862611666321754,0.9330440163612366,0.04209333658218384,neutral,2025-05-23,2025,5
229,Title,bulgaria on track to win eu approval to join the euro next year,0.812494158744812,0.00939747504889965,0.17810842394828796,negative,2025-05-23,2025,5
230,Title,bulgaria s euro adoption how eu approval is finally close,0.394659161567688,0.012476818636059761,0.5928639769554138,positive,2025-05-23,2025,5
231,Title,canada retail sales continue rise in april despite tariff war,0.9498388171195984,0.025155600160360336,0.025005647912621498,negative,2025-05-23,2025,5
232,Title,carney s energy chief pushes oil sands to build carbon capture,0.24922317266464233,0.01392348576337099,0.736853301525116,positive,2025-05-23,2025,5
233,Title,chile finance chief wants to unlock billions in new investments,0.333197683095932,0.009040763601660728,0.6577615737915039,positive,2025-05-23,2025,5
234,Title,china 50 year bond yields rise in auction first time since 2022,0.8413991928100586,0.11877234280109406,0.03982841223478317,negative,2025-05-23,2025,5
235,Title,diy haircuts the lipstick effect beauty trends as recession indicators,0.037357136607170105,0.22253316640853882,0.7401097416877747,positive,2025-05-23,2025,5
236,Title,ecb s kazimir to receive verdict in bribery case next week,0.13865867257118225,0.24275510013103485,0.6185861825942993,positive,2025-05-23,2025,5
237,Title,ecb s lane says us price jump wouldn t necessarily reach europe,0.12563711404800415,0.1075877994298935,0.7667750716209412,positive,2025-05-23,2025,5
238,Title,ecb s stournaras sees june rate cut and then pause kathimerini,0.09131696820259094,0.5437427163124084,0.3649404048919678,neutral,2025-05-23,2025,5
239,Title,economists say canada recession has already begun as trade war rages on,0.00925447978079319,0.9658792018890381,0.024866251274943352,neutral,2025-05-23,2025,5
240,Title,engineai targets 1 billion valuation as chinese robots heat up,0.18018734455108643,0.020118314772844315,0.7996943593025208,positive,2025-05-23,2025,5
241,Title,eu agrees to reinstate trade quotas on ukraine as war drags on,0.8799732327461243,0.06753616034984589,0.05249054357409477,negative,2025-05-23,2025,5
242,Title,eu and us to hold trade call friday amid differences on tariffs,0.050499044358730316,0.7738532423973083,0.17564769089221954,neutral,2025-05-23,2025,5
243,Title,euro zone s top economies may now have inflation at or under 2,0.14894068241119385,0.6600809097290039,0.19097839295864105,neutral,2025-05-23,2025,5
244,Title,euro zone wage growth sinks supporting further ecb easing,0.644991934299469,0.2584789991378784,0.0965290293097496,negative,2025-05-23,2025,5
245,Title,european officials urge calm facing trump 50 tariff threat,0.2943386435508728,0.3347039818763733,0.3709573745727539,neutral,2025-05-23,2025,5
246,Title,europeans plan fewer summer trips to us in latest trump backlash,0.039139069616794586,0.61683189868927,0.3440290093421936,neutral,2025-05-23,2025,5
247,Title,fed s goolsbee says bar a little higher for near term cuts,0.8262190818786621,0.053344596177339554,0.12043635547161102,negative,2025-05-23,2025,5
248,Title,german economy grew more than initially thought at start of year,0.9463678002357483,0.024983679875731468,0.02864854782819748,negative,2025-05-23,2025,5
249,Title,ghana keeps rates steady with cedi rally set to tame inflation,0.5845429301261902,0.12930576503276825,0.28615137934684753,negative,2025-05-23,2025,5
250,Title,ghana s central bank likely to hold interest rate to hasten disinflation,0.07332858443260193,0.39960429072380066,0.5270671248435974,positive,2025-05-23,2025,5
251,Title,ghana s debt burden falls to imf threshold ahead of 2028 target,0.025904830545186996,0.9536874294281006,0.020407717674970627,neutral,2025-05-23,2025,5
252,Title,harvard s foreign students are stunned and devastated by trump s ban,0.039337243884801865,0.7566026449203491,0.20406006276607513,neutral,2025-05-23,2025,5
253,Title,hensoldt is said to explore sale of south african optronics unit,0.07383498549461365,0.010503478348255157,0.9156615734100342,positive,2025-05-23,2025,5
254,Title,here s what s in the eu trade proposal that trump just rejected,0.06902419030666351,0.015950584784150124,0.9150252342224121,positive,2025-05-23,2025,5
255,Title,hungary s orban signals economy headwinds may persist into 2026,0.03889833018183708,0.9240139722824097,0.037087731063365936,neutral,2025-05-23,2025,5
256,Title,india us hold constructive trade talks says piyush goyal,0.58954256772995,0.028687434270977974,0.38176995515823364,negative,2025-05-23,2025,5
257,Title,iran says time to decide ahead of new nuclear talks with us,0.09456643462181091,0.017597021535038948,0.8878365159034729,positive,2025-05-23,2025,5
258,Title,jane street earns 2 3 billion riding india options trading wave,0.12833744287490845,0.021873341873288155,0.8497892618179321,positive,2025-05-23,2025,5
259,Title,japan s top life insurer says unrealized bond losses tripled,0.49909237027168274,0.47393926978111267,0.02696828357875347,neutral,2025-05-23,2025,5
260,Title,japanese bond yields trim recent gains with late drop on friday,0.364441841840744,0.5819000601768494,0.053658101707696915,neutral,2025-05-23,2025,5
261,Title,japanese stocks rebound boosted by weaker yen oil stocks down,0.737834095954895,0.21471625566482544,0.04744962230324745,negative,2025-05-23,2025,5
262,Title,jbs says us listing plan approved by minority shareholders,0.17201222479343414,0.010515660978853703,0.8174721598625183,positive,2025-05-23,2025,5
263,Title,lower uk energy bills offer some relief to strained households,0.7051947116851807,0.25328177213668823,0.04152350127696991,negative,2025-05-23,2025,5
264,Title,meloni wins hope of moody s upgrade to italy from brink of junk,0.9148202538490295,0.013460714370012283,0.07171910256147385,negative,2025-05-23,2025,5
265,Title,merz calls on xi to support ukraine peace effort in first call,0.6575357913970947,0.013573851436376572,0.3288904130458832,negative,2025-05-23,2025,5
266,Title,mozambique s chaves to oversee sovereign wealth fund aim says,0.043236762285232544,0.012925934046506882,0.9438372850418091,positive,2025-05-23,2025,5
267,Title,musalem says fed must contain long term inflation expectations,0.06771347671747208,0.05165136232972145,0.880635142326355,positive,2025-05-23,2025,5
268,Title,nigerian manufacturers harassed over fx contracts lobby says,0.08007298409938812,0.8595864772796631,0.06034061685204506,neutral,2025-05-23,2025,5
269,Title,paraguay holds key rate at 6 amid steady inflation expectations,0.566794216632843,0.1869581937789917,0.24624763429164886,negative,2025-05-23,2025,5
270,Title,philippines bsp may cut us treasury holdings after moody s move,0.042529504746198654,0.8740161657333374,0.08345434069633484,neutral,2025-05-23,2025,5
271,Title,philippines marcos keeps economic team amid cabinet shakeup,0.20634552836418152,0.40761587023735046,0.3860386610031128,neutral,2025-05-23,2025,5
272,Title,podcast ed yardeni says it s not as bad as you think,0.10064709186553955,0.3050009310245514,0.5943520069122314,positive,2025-05-23,2025,5
273,Title,podcast is a pro wrestling mentality steering the us economy,0.08496355265378952,0.021310944110155106,0.8937255144119263,positive,2025-05-23,2025,5
274,Title,polish ruling party candidate fights back in presidential debate,0.13311752676963806,0.6694353818893433,0.19744712114334106,neutral,2025-05-23,2025,5
275,Title,rand shrugs off trump and budget to end week on a positive note,0.8842055797576904,0.07797626405954361,0.03781817480921745,negative,2025-05-23,2025,5
276,Title,rbi governor sees india s growth moderately hit on tariff woes,0.6182571053504944,0.3460541367530823,0.03568873926997185,negative,2025-05-23,2025,5
277,Title,rbi s record 31 6 billion payout to bolster government finances,0.8901016116142273,0.017177730798721313,0.09272053092718124,negative,2025-05-23,2025,5
278,Title,senior us china officials vow to keep communication lines open,0.24799060821533203,0.06557294726371765,0.6864364743232727,positive,2025-05-23,2025,5
279,Title,singapore core inflation quickens for first time since september,0.9287562370300293,0.033836107701063156,0.037407588213682175,negative,2025-05-23,2025,5
280,Title,singapore s mas says chief didn t say us dollar assets are irreplaceable,0.07414902001619339,0.062170688062906265,0.8636803030967712,positive,2025-05-23,2025,5
281,Title,south african police minister debunks trump s genocide claim,0.1496998518705368,0.3445018529891968,0.5057982802391052,positive,2025-05-23,2025,5
282,Title,summers slams trump for vicious ban on foreign students from harvard,0.04712885618209839,0.8076726794242859,0.1451985239982605,neutral,2025-05-23,2025,5
283,Title,surge in cannabis smuggling prompts thailand to tighten rules,0.03512008488178253,0.9027875661849976,0.06209235265851021,neutral,2025-05-23,2025,5
284,Title,suriname election new president to navigate impending oil boom,0.2106713205575943,0.22231940925121307,0.5670093297958374,positive,2025-05-23,2025,5
285,Title,sweden s central bank seen cutting rate next month in survey,0.06382710486650467,0.6815558671951294,0.25461700558662415,neutral,2025-05-23,2025,5
286,Title,taiwan life head loses sleep on fx plans on new reserves rule,0.023412365466356277,0.8384982347488403,0.13808941841125488,neutral,2025-05-23,2025,5
287,Title,traders favor three more ecb cuts in 2025 on trump tariff threat,0.09219973534345627,0.6466591954231262,0.26114100217819214,neutral,2025-05-23,2025,5
288,Title,trump administration s rejection of soft power risks africa minerals deal,0.23491120338439941,0.08560929447412491,0.6794794797897339,positive,2025-05-23,2025,5
289,Title,trump backs us steel nippon partnership following cfius review,0.3077988922595978,0.07644287496805191,0.6157581806182861,positive,2025-05-23,2025,5
290,Title,trump initiated call with japan s ishiba discussed tariffs,0.19419239461421967,0.02768336795270443,0.778124213218689,positive,2025-05-23,2025,5
291,Title,trump threatens a 50 tariff on eu goods starting in june,0.06418564170598984,0.5282931327819824,0.4075213074684143,neutral,2025-05-23,2025,5
292,Title,turkey bans images of istanbul mayor ekrem imamoglu,0.016592351719737053,0.7430471181869507,0.24036048352718353,neutral,2025-05-23,2025,5
293,Title,uae s ai university aims to become stanford of the gulf,0.4797050654888153,0.009049207903444767,0.5112456679344177,positive,2025-05-23,2025,5
294,Title,uk retail sales soar again as brits bask in sunshine ons says,0.770152747631073,0.13191264867782593,0.09793457388877869,negative,2025-05-23,2025,5
295,Title,ukraine says drones struck russian battery plant for missiles,0.03276820108294487,0.8409934043884277,0.12623843550682068,neutral,2025-05-23,2025,5
296,Title,us aid retreat opens door for bigger islamic development bank role in africa,0.7579872608184814,0.00979536958038807,0.23221732676029205,negative,2025-05-23,2025,5
297,Title,us beef supplies are shrinking as grilling season begins,0.007797743659466505,0.9707934856414795,0.02140876278281212,neutral,2025-05-23,2025,5
298,Title,us bond investors ask for most in a decade to buy long debt,0.31065046787261963,0.009113580919802189,0.6802359819412231,positive,2025-05-23,2025,5
299,Title,us debt limit nail biter looms as senate ponders trump tax bill,0.060935549437999725,0.758081316947937,0.18098317086696625,neutral,2025-05-23,2025,5
300,Title,us firms face biggest hit from trump tariffs hsbc survey shows,0.7531259655952454,0.17639702558517456,0.07047700136899948,negative,2025-05-23,2025,5
301,Title,us importers pay record 16 5 billion as april tariff bill lands,0.211325004696846,0.04975035414099693,0.7389246225357056,positive,2025-05-23,2025,5
302,Title,us inflation recession forecasts ease on trade truce with china,0.3866916000843048,0.5587198138237,0.05458861216902733,neutral,2025-05-23,2025,5
303,Title,us new home sales top forecasts on surge in south and midwest,0.8515227437019348,0.10501861572265625,0.043458644300699234,negative,2025-05-23,2025,5
304,Title,us tariff countdown has nations racing to turn talks into deals,0.3281034231185913,0.030026819556951523,0.6418697834014893,positive,2025-05-23,2025,5
305,Title,us yields slide as trump tariff threat reignites growth concerns,0.024593349546194077,0.9111913442611694,0.06421536207199097,neutral,2025-05-23,2025,5
306,Title,vietnam takes steps to block telegram app over illegal content,0.014508826658129692,0.9108575582504272,0.07463370263576508,neutral,2025-05-23,2025,5
307,Title,visa mastercard fees hit by new round of eu antitrust scrutiny,0.014696690253913403,0.9617344737052917,0.0235687755048275,neutral,2025-05-23,2025,5
308,Title,volvo cars ceo rebuffs reports claiming ex60 delayed,0.015707580372691154,0.9203595519065857,0.06393282860517502,neutral,2025-05-23,2025,5
309,Title,zambia halts rate hikes as corn boom seen cooling inflation,0.21765896677970886,0.5121041536331177,0.27023687958717346,neutral,2025-05-23,2025,5
310,Title,alibaba chair says asian firms can look for growth outside of us,0.7279138565063477,0.008307457901537418,0.2637786567211151,negative,2025-05-24,2025,5
311,Title,bangladesh s interim government says it will stay the course,0.11389321833848953,0.044627845287323,0.8414788842201233,positive,2025-05-24,2025,5
312,Title,canada s macklem says us tariffs biggest headwind nyt reports,0.028489410877227783,0.8946948647499084,0.07681573927402496,neutral,2025-05-24,2025,5
313,Title,chevron cvx venezuela seen getting us license for minimum maintenance,0.7828565835952759,0.010877877473831177,0.20626549422740936,negative,2025-05-24,2025,5
314,Title,eu weighs cutting 20 banks from swift in new russia sanctions,0.018389258533716202,0.9252846837043762,0.056326013058423996,neutral,2025-05-24,2025,5
315,Title,fed to take in stride another month of tame inflation,0.22003686428070068,0.1905805468559265,0.5893826484680176,positive,2025-05-24,2025,5
316,Title,hong kong restaurant review servo is a stunning budget cafe by arcane team,0.107754647731781,0.01439408678561449,0.8778512477874756,positive,2025-05-24,2025,5
317,Title,how britain s stats geeks lost track of the economy,0.11263968050479889,0.333304762840271,0.5540555715560913,positive,2025-05-24,2025,5
318,Title,india s ntpc reports profit growth on boost in power generation,0.9420657157897949,0.017629435285925865,0.040304917842149734,negative,2025-05-24,2025,5
319,Title,indonesia to cut transport and power prices to spur consumption,0.5225770473480225,0.2776028513908386,0.19982007145881653,negative,2025-05-24,2025,5
320,Title,japan signals intent to reach us tariff deal by g 7 in june,0.7835811972618103,0.016970479860901833,0.1994483917951584,negative,2025-05-24,2025,5
321,Title,junkiest junk is offering a warning sign for debt credit weekly,0.1416754424571991,0.7182670831680298,0.1400574892759323,neutral,2025-05-24,2025,5
322,Title,malaysia s anwar defends lengthening tenure of anti graft chief,0.30175331234931946,0.22530311346054077,0.47294357419013977,neutral,2025-05-24,2025,5
323,Title,monsoon arrives early in india bolstering outlook for key crops,0.8918752670288086,0.03142014145851135,0.0767044946551323,negative,2025-05-24,2025,5
324,Title,pakistan s next funding review in second half of 2025 imf says,0.027661986649036407,0.04110779985785484,0.9312301874160767,positive,2025-05-24,2025,5
325,Title,polish ruling party candidate pushes back against far right,0.30675601959228516,0.45461714267730713,0.23862694203853607,neutral,2025-05-24,2025,5
326,Title,power cut hits french riviera in final day of cannes festival,0.04944238066673279,0.715090274810791,0.23546729981899261,neutral,2025-05-24,2025,5
327,Title,trump forces switzerland to question its love for farmers,0.10789020359516144,0.19470351934432983,0.6974062919616699,positive,2025-05-24,2025,5
328,Title,trump risks us consumer discontent with his tariffs poll shows,0.07181347161531448,0.7550879716873169,0.1730985790491104,neutral,2025-05-24,2025,5
329,Title,trump s new tariff threats show trade uncertainty here to stay,0.06395621597766876,0.8077024817466736,0.12834137678146362,neutral,2025-05-24,2025,5
330,Title,turkish central bank tightens screws on cheap lira window abroad,0.03389069810509682,0.8719388246536255,0.09417042136192322,neutral,2025-05-24,2025,5
331,Title,world economy latest long term bond yields soar globally,0.31617915630340576,0.5771616101264954,0.1066591888666153,neutral,2025-05-24,2025,5
332,Title,asean must keep joining global supply chains thai minister says,0.31635674834251404,0.026908831670880318,0.6567344069480896,positive,2025-05-25,2025,5
333,Title,australia s east coast begins flood cleanup as waters recede,0.0677621141076088,0.08887381106615067,0.8433640003204346,positive,2025-05-25,2025,5
334,Title,australia s opposition parties on track to return to coalition,0.4272684156894684,0.09850911051034927,0.4742225408554077,neutral,2025-05-25,2025,5
335,Title,china indonesia sovereign wealth funds boost investment ties,0.8737818598747253,0.033681634813547134,0.09253652393817902,negative,2025-05-25,2025,5
336,Title,china publishes draft guidance for online platform merchant fees,0.04864400625228882,0.015595698729157448,0.9357602596282959,positive,2025-05-25,2025,5
337,Title,europe s shipping bottlenecks expected to persist into july,0.019503628835082054,0.9548743963241577,0.025621997192502022,neutral,2025-05-25,2025,5
338,Title,german finance minister urges calm in us tariff fight bild says,0.1612986922264099,0.3779238164424896,0.46077752113342285,neutral,2025-05-25,2025,5
339,Title,japan stocks to fluctuate as yen drops on new eu tariff deadline,0.04288206249475479,0.9325858950614929,0.024532053619623184,neutral,2025-05-25,2025,5
340,Title,long bond revolt pressures 60 40 comeback in chaotic 2025 market,0.09643008559942245,0.7617167234420776,0.1418532282114029,neutral,2025-05-25,2025,5
341,Title,macron kicks off asia tour in vietnam with focus on energy,0.11432568728923798,0.02523759752511978,0.8604366779327393,positive,2025-05-25,2025,5
342,Title,polish election contenders rally supporters a week before runoff,0.1821494698524475,0.5751705169677734,0.2426799237728119,neutral,2025-05-25,2025,5
343,Title,portugal continues easing limits on power imports from spain,0.6275346875190735,0.06313548237085342,0.30932989716529846,negative,2025-05-25,2025,5
344,Title,record india private credit deal hinges on tricky collateral,0.054151155054569244,0.40036389231681824,0.5454849600791931,positive,2025-05-25,2025,5
345,Title,treasury traders enter abridged week with inflation top of mind,0.17622357606887817,0.5163329839706421,0.30744343996047974,neutral,2025-05-25,2025,5
346,Title,trump backing for nippon steel deal comes with big questions,0.1685803234577179,0.021045684814453125,0.8103739619255066,positive,2025-05-25,2025,5
347,Title,trump extends deadline for 50 tariffs on eu to july 9,0.20413947105407715,0.026694735512137413,0.7691657543182373,positive,2025-05-25,2025,5
348,Title,us equity futures gain as europe deadline extended markets wrap,0.49492788314819336,0.3305169641971588,0.17455510795116425,neutral,2025-05-25,2025,5
349,Title,us tariffs loom over asia summit as ties with china strengthen,0.8262823224067688,0.08800382167100906,0.08571385592222214,negative,2025-05-25,2025,5
350,Title,afdb presidential hopeful eyes 4 5 trillion in private capital,0.11472560465335846,0.011434869840741158,0.8738395571708679,positive,2025-05-26,2025,5
351,Title,argentina claims return to global markets with peso bond sale,0.8963432908058167,0.010017337277531624,0.09363937377929688,negative,2025-05-26,2025,5
352,Title,big beautiful bill trump hits allies with unfair tax regimes,0.08168011158704758,0.763527512550354,0.15479233860969543,neutral,2025-05-26,2025,5
353,Title,brazil keeps bungling its budget and worrying investors,0.013966984115540981,0.9296403527259827,0.05639268830418587,neutral,2025-05-26,2025,5
354,Title,caixabank unit ceo defends role of foreign lenders in portugal,0.07866042107343674,0.021175647154450417,0.9001639485359192,positive,2025-05-26,2025,5
355,Title,charles rangel a voice for the poor in tax debates dies at 94,0.05089009925723076,0.1928648203611374,0.7562450766563416,positive,2025-05-26,2025,5
356,Title,chile s leftist presidential hopefuls spar over sqm codelco deal,0.07193387299776077,0.7619215846061707,0.16614454984664917,neutral,2025-05-26,2025,5
357,Title,china raises cross border yuan use requirement for major banks,0.41162925958633423,0.10342294722795486,0.4849478304386139,neutral,2025-05-26,2025,5
358,Title,china s ambassador warns australia over port of darwin lease,0.04121909290552139,0.8560585975646973,0.10272234678268433,neutral,2025-05-26,2025,5
359,Title,chinese eu trade heads to meet as trump tariff tensions rise,0.4762546718120575,0.25086161494255066,0.27288368344306946,neutral,2025-05-26,2025,5
360,Title,chinese steel exports to drop as barriers mount says goldman,0.013482841663062572,0.965056836605072,0.021460212767124176,neutral,2025-05-26,2025,5
361,Title,dai ichi life sees jgb market volatility declining by year end,0.04002565145492554,0.9463005661964417,0.013673740439116955,neutral,2025-05-26,2025,5
362,Title,ecb faces greater risk inflation will undershoot 2 simkus says,0.09385081380605698,0.8255625367164612,0.08058656752109528,neutral,2025-05-26,2025,5
363,Title,emerging currencies advance as trump extends eu tariff deadline,0.7862551212310791,0.10099998116493225,0.11274483799934387,negative,2025-05-26,2025,5
364,Title,eu plans to fast track trade talks with us amid tariff fight,0.8662058711051941,0.015382993966341019,0.1184111088514328,negative,2025-05-26,2025,5
365,Title,european gas rises amid supply cuts at norway s troll field,0.21467351913452148,0.7329216003417969,0.05240490287542343,neutral,2025-05-26,2025,5
366,Title,germany s merz floats cutting off eu funds to fico s slovakia,0.01888716220855713,0.913052499294281,0.06806021928787231,neutral,2025-05-26,2025,5
367,Title,germany s merz says us tech perks could be target in trade war,0.9292411208152771,0.01498991996049881,0.05576895549893379,negative,2025-05-26,2025,5
368,Title,goldman sachs expects stronger yuan to boost chinese stocks,0.9510043859481812,0.019493594765663147,0.029502015560865402,negative,2025-05-26,2025,5
369,Title,hungary warns wage hike plan at risk from weak economy,0.038935936987400055,0.9442498683929443,0.01681424491107464,neutral,2025-05-26,2025,5
370,Title,india debuts new weather model to help farming flood planning,0.47375211119651794,0.014446486718952656,0.5118013620376587,positive,2025-05-26,2025,5
371,Title,israel holds rates as inflation spikes gaza war escalates,0.035353295505046844,0.8904843330383301,0.07416234910488129,neutral,2025-05-26,2025,5
372,Title,israel set to hold rates as inflation spikes gaza war escalates,0.047610361129045486,0.7746016979217529,0.1777879297733307,neutral,2025-05-26,2025,5
373,Title,japan sovereign bonds trim recent losses that rattled investors,0.5428228378295898,0.42405208945274353,0.03312506899237633,negative,2025-05-26,2025,5
374,Title,japan to sell rice stockpiles with aim to halve soaring prices,0.8385939002037048,0.012115397490561008,0.14929065108299255,negative,2025-05-26,2025,5
375,Title,japan touts ships expertise lng investment as tariff talks key,0.17928238213062286,0.00861391332000494,0.8121036887168884,positive,2025-05-26,2025,5
376,Title,japanese bonds face renewed test with 40 year sale after selloff,0.8722746968269348,0.08097594976425171,0.04674943909049034,negative,2025-05-26,2025,5
377,Title,kashkari says not sure on interest rate moves by september,0.02826126106083393,0.06990059465169907,0.9018381237983704,positive,2025-05-26,2025,5
378,Title,king charles visits canada as country rattled by trump taunts,0.12211555242538452,0.6092309355735779,0.26865354180336,neutral,2025-05-26,2025,5
379,Title,lagarde doubles down on push to raise the euro s global profile,0.07129796594381332,0.85997474193573,0.06872723251581192,neutral,2025-05-26,2025,5
380,Title,maduro sweeps venezuelan regional vote marked by low turnout,0.08317702263593674,0.8673725724220276,0.049450427293777466,neutral,2025-05-26,2025,5
381,Title,malaysia singapore explore importing wind energy from vietnam,0.27898332476615906,0.010044734925031662,0.7109719514846802,positive,2025-05-26,2025,5
382,Title,milei netflix star ricardo darin spar over empanada prices in argentina,0.5152037143707275,0.10335828363895416,0.3814379572868347,negative,2025-05-26,2025,5
383,Title,nato chief rutte says members moving toward 5 spending target,0.5503056645393372,0.018460320308804512,0.4312340021133423,negative,2025-05-26,2025,5
384,Title,oil spill spotted after a ship sinks off india s southern coast,0.03573574870824814,0.9005901217460632,0.06367407739162445,neutral,2025-05-26,2025,5
385,Title,philippine peso gains to strongest since 2023 on dollar oil,0.9266998767852783,0.03895086050033569,0.03434928506612778,negative,2025-05-26,2025,5
386,Title,rbnz set to make sixth rate cut and signal bias to more easing,0.42218899726867676,0.0901176780462265,0.48769330978393555,neutral,2025-05-26,2025,5
387,Title,romania s fiscal woes test new math prodigy president,0.34850361943244934,0.5141199231147766,0.13737648725509644,neutral,2025-05-26,2025,5
388,Title,romania seeks to ease market stress with liquidity injection,0.5890346765518188,0.010839102789759636,0.40012624859809875,negative,2025-05-26,2025,5
389,Title,shorter indian bonds set to extend gains on rbi s record payout,0.9290503859519958,0.028646375983953476,0.0423031710088253,negative,2025-05-26,2025,5
390,Title,south africa can entice investors with new budget minister says,0.519184947013855,0.012848022393882275,0.4679670035839081,negative,2025-05-26,2025,5
391,Title,south africa has too many retail stores pick n pay ceo says,0.03326515853404999,0.3225407898426056,0.6441940665245056,positive,2025-05-26,2025,5
392,Title,south africa invites trump to explore business opportunities,0.39528584480285645,0.009783027693629265,0.5949311852455139,positive,2025-05-26,2025,5
393,Title,south korea presidential election what to know who are the main candidates,0.023242393508553505,0.041852906346321106,0.9349046945571899,positive,2025-05-26,2025,5
394,Title,tusk plan to change poland turns on knife edge presidential vote,0.08395372331142426,0.5330724716186523,0.3829738199710846,neutral,2025-05-26,2025,5
395,Title,uk food inflation highest in a year as grocers face more costs,0.19205312430858612,0.7812812328338623,0.02666563168168068,neutral,2025-05-26,2025,5
396,Title,us equity futures gain as eu trade hopes advance markets wrap,0.8499338030815125,0.05502844601869583,0.09503772109746933,negative,2025-05-26,2025,5
397,Title,won may extend rally on easing political risks trade deal bets,0.7642397880554199,0.1192304715514183,0.11652977019548416,negative,2025-05-26,2025,5
398,Title,xi plans new made in china effort even as trump aims to boost us manufacturing,0.7439936995506287,0.008607630617916584,0.24739862978458405,negative,2025-05-26,2025,5
399,Title,zimbabwe sees 2 6 billion bridge finance in place by early 2026,0.3823104500770569,0.009191439487040043,0.6084981560707092,positive,2025-05-26,2025,5
400,Title,bok poised to cut rate ahead of election as risks deepen guide,0.08539779484272003,0.797663152217865,0.11693903058767319,neutral,2025-05-27,2025,5
401,Title,brazil s inflation slows as policymakers say high rates to stay,0.5008766651153564,0.4160935580730438,0.08302977681159973,negative,2025-05-27,2025,5
402,Title,canada s bdc issues buy canadian plea to venture capital investors,0.04505842179059982,0.016807807609438896,0.938133716583252,positive,2025-05-27,2025,5
403,Title,carney pledges economic transformation in speech read by king,0.241819366812706,0.011939100921154022,0.746241569519043,positive,2025-05-27,2025,5
404,Title,china 3 7 billion pension fund seek to build key kenyan road,0.6978447437286377,0.009412978775799274,0.2927422821521759,negative,2025-05-27,2025,5
